emp_no,first_name,last_name,title,from_date,salary
74027,Goo,Openshaw,Engineer,1991-01-09,48363
74025,Paloma,Figueira,Engineer,1986-02-11,40000
19422,Florian,Budinsky,Engineer,1995-04-18,48435
73996,Sachar,Yamaashi,Engineer,1985-08-12,40000
73984,Ioana,Peltason,Engineer,1987-01-23,40251
73961,Khedija,Schaad,Engineer,1996-01-02,40000
73921,Maja,Rijsenbrij,Engineer,1988-03-21,40000
73901,Arif,Ernst,Engineer,1998-09-06,54929
73762,Leaf,Tchuente,Engineer,1985-11-29,45234
73755,Kannan,Dulay,Engineer,1986-07-22,40925
73746,Martien,Ginneken,Engineer,1996-12-04,40000
73735,Gay,Eldridge,Engineer,1994-12-02,56538
73723,Uriel,Heystek,Engineer,1986-03-12,58704
73722,Berhard,Lamba,Engineer,1986-12-28,40000
233155,Xinan,Brookner,Engineer,1990-03-05,40575
51387,Armond,Coombs,Engineer,1985-03-31,40000
73644,Eberhardt,Backhouse,Engineer,1986-10-27,92720
73636,Macha,Koblitz,Engineer,1997-05-07,40000
19425,Xuejia,Pettey,Engineer,1989-06-12,53627
51402,Vasiliy,Kuhnemann,Engineer,1988-05-18,40000
219930,Jaana,Schlenzig,Engineer,1987-07-30,50887
51404,Lalit,Desikan,Engineer,1986-03-16,40000
73619,Uma,Wursthorn,Engineer,1994-11-01,42395
219908,Baziley,Jeansoulin,Engineer,1987-07-10,73122
51455,Jinpo,Schnabel,Engineer,1986-01-06,78373
219861,Shaw,Boreale,Engineer,1999-12-11,40000
51478,Khaled,Markovitch,Engineer,1986-02-27,65695
73615,Manton,Vecchi,Engineer,1987-08-06,40000
73539,Renee,Serot,Engineer,1986-05-08,49459
73409,Denis,Biros,Engineer,1986-02-25,40000
219844,Bernt,Lorin,Engineer,1996-11-16,49167
51493,Lene,Birsak,Engineer,1985-06-02,49761
233097,Djenana,Olano,Engineer,1989-09-10,62261
19504,Mingsen,Valtorta,Engineer,1987-12-16,45465
51503,Dietrich,Famili,Engineer,1992-04-29,40000
73400,Billur,Heemskerk,Engineer,1990-01-21,61259
73395,Jouko,Tsukune,Engineer,1987-12-15,69171
10564,Jianhao,Thisen,Engineer,1995-11-23,46660
51571,Yuichiro,Jervis,Engineer,1988-09-03,46866
73364,Wayne,Gaughan,Engineer,1988-12-26,40000
19515,Keiichiro,Gurbaxani,Engineer,1985-11-21,79297
51574,Manohar,Rouquie,Engineer,1985-09-28,50204
73352,Boutros,Fortenbacher,Engineer,1985-05-01,40000
73328,Shigeichiro,Emmerich,Engineer,1987-01-09,52583
73318,Elliott,Highland,Engineer,1989-11-04,40000
73305,Heon,Lambe,Engineer,1987-11-15,40000
73283,Shen,Leaver,Engineer,1996-02-11,55758
73225,Mana,Swick,Engineer,1998-01-25,44581
73161,Haldon,Denos,Engineer,1985-08-09,52403
73109,Divine,Pusterhofer,Engineer,1987-08-15,40000
73104,Mooi,Bressoud,Engineer,1988-09-24,40000
219829,Shaz,Kuszyk,Engineer,1989-08-14,40000
51724,Xiong,Kolvik,Engineer,1986-11-20,73463
73099,Percy,Strandh,Engineer,1989-12-22,40000
19546,Kwan,Penz,Engineer,1997-11-16,40000
51781,Mandell,Murtagh,Engineer,1986-07-31,40000
73072,Vitali,Zwicker,Engineer,1989-05-18,45592
73011,Zdislav,Kaiserswerth,Engineer,1989-09-12,40000
72986,Nikolaos,Worfolk,Engineer,1987-07-11,40000
51867,Shahaf,Jansch,Engineer,1993-02-28,40000
219825,Shen,Gladwell,Engineer,1988-10-13,52280
219809,Kauko,Mansanne,Engineer,1989-08-29,40000
51898,Mandell,Luca,Engineer,1988-09-25,41606
219784,Leen,Delaune,Engineer,1986-11-11,46545
235881,Hercules,Ginesta,Engineer,1998-02-28,45445
51969,Barna,Bharadwaj,Engineer,1987-10-10,42237
52002,Parviz,Stamatiou,Engineer,1990-03-05,51639
72963,Hugh,Butner,Engineer,1986-12-07,46569
52054,Margo,Rubsam,Engineer,1999-08-26,70676
72923,Zhenbing,Decaestecker,Engineer,1985-05-01,40000
72897,Faiza,Leslie,Engineer,1987-11-13,46015
219757,Gita,Emmerich,Engineer,1987-08-27,40000
52063,Ferdinand,Lunt,Engineer,1987-07-03,40000
72864,Moie,McConalogue,Engineer,1991-04-18,40000
19616,Niranjan,Uchoa,Engineer,1998-02-13,45859
72826,Pranas,Kuhnemann,Engineer,1987-08-10,55916
72766,Emran,Valiente,Engineer,1997-01-24,42108
72598,Bogdan,Vural,Engineer,1985-11-12,45158
19617,Mircea,Landherr,Engineer,1988-07-09,43394
52108,Anestis,Reinhart,Engineer,1987-05-12,55719
52117,Neven,Lipner,Engineer,1999-03-25,58904
52131,Tonny,Collette,Engineer,1991-05-20,56874
52173,Masato,Papadias,Engineer,1993-06-28,40000
72589,Yannis,Barriga,Engineer,1987-01-11,58033
72586,Jiong,Usery,Engineer,1993-12-16,40000
72574,Saeed,Carrere,Engineer,1985-09-09,56518
52241,Irene,Porenta,Engineer,1985-09-07,66258
52248,Masaki,Peek,Engineer,1995-06-30,40000
72571,Yurij,Cools,Engineer,1988-09-18,53380
72569,Katsuyuki,Halevi,Engineer,1999-09-11,51848
12183,Harngdar,Iisaku,Engineer,1998-04-04,40000
52257,Anneke,Fiutem,Engineer,1989-08-06,65048
72522,Insup,Katzenelson,Engineer,1985-02-25,40000
19621,Radhakrishnan,Albarhamtoshy,Engineer,1991-06-16,40000
52299,Shin,Baranowski,Engineer,1985-04-27,63020
219746,Gennady,Hegner,Engineer,1991-09-08,40000
52307,Michaela,Suri,Engineer,1988-05-30,62282
52314,Hsiangchu,Nittel,Engineer,1996-03-20,66631
72521,Georgi,Daescu,Engineer,1986-02-06,40000
219716,Shuji,Linares,Engineer,1997-09-02,48528
72264,Alain,Bale,Engineer,1987-05-24,40000
72250,Zhilian,Hagimont,Engineer,1989-12-17,40828
72248,Kamran,Rindone,Engineer,1987-11-29,40810
72211,Apostol,Murrill,Engineer,1985-08-15,59170
72116,Lalit,Quadeer,Engineer,1996-05-08,40000
72087,Teiji,Chartres,Engineer,1997-03-19,40000
72028,Marsja,Szemeredi,Engineer,1988-02-25,53297
72024,Takahiro,Wolniewicz,Engineer,1994-06-25,55427
219678,Yechiam,Kalloufi,Engineer,1995-10-29,42679
52411,Elvis,Alpin,Engineer,1988-04-16,40978
219671,Shir,Markovitch,Engineer,1997-06-11,44536
52413,Qiwen,Brobst,Engineer,1988-12-08,75404
52417,Eran,Rahimi,Engineer,1993-08-22,56389
19637,Dipayan,Papastamatiou,Engineer,1985-05-26,45831
52472,Fumiyo,Shiratori,Engineer,1993-06-27,65630
19640,Tonny,Francisci,Engineer,1999-02-02,71369
219646,Huai,Reghbati,Engineer,1999-09-14,45872
72004,Macha,Undy,Engineer,1986-02-04,56988
19666,Sugwoo,Keohane,Engineer,1987-10-03,69372
71984,Fei,Thiria,Engineer,1995-10-10,40000
71962,Mohamadou,Thorelli,Engineer,1987-11-21,70489
219629,Rosella,Kolinko,Engineer,1987-10-25,43247
52610,Akhilish,Tsukuda,Engineer,1987-09-06,43766
71901,Josyula,Halloran,Engineer,1987-12-16,55901
71864,Martina,Bellone,Engineer,1988-11-04,62512
71839,Owen,Hasenauer,Engineer,1998-02-17,40000
219609,Karlis,Sanella,Engineer,1986-06-01,40000
52676,Baruch,Melton,Engineer,1985-10-10,50832
219604,Mari,Borstler,Engineer,1985-11-20,46178
52695,Sahrah,Borstler,Engineer,1985-10-19,40000
219568,Shunichi,Osgood,Engineer,1998-04-22,42276
52698,Magdalena,Mersereau,Engineer,1987-10-11,42017
219545,Fayez,Harbusch,Engineer,1988-05-24,51282
52700,Shin,Ranze,Engineer,1987-12-13,41573
52726,Samphel,Tagansky,Engineer,1999-05-31,69870
71837,Munehiro,Babb,Engineer,1989-09-06,46476
10623,Aleksander,Danlos,Engineer,1992-01-15,60268
52758,Nahid,Shanbhogue,Engineer,1985-11-16,40000
19720,Kwangyoen,Maksimenko,Engineer,1987-01-13,40000
52761,Toshimori,Delgrossi,Engineer,1985-09-09,40000
71806,Ramachenga,Segond,Engineer,1985-06-08,63926
71791,Bedrich,Lalonde,Engineer,1994-03-04,47195
71780,DeForest,Honglei,Engineer,1986-12-28,48508
71753,Tzu,Fadgyas,Engineer,1986-06-29,60088
71750,Berhard,Eppinger,Engineer,1988-08-04,40000
71690,Annemarie,Steinauer,Engineer,1991-10-26,40000
71678,Kiyokazu,Schapire,Engineer,1986-02-08,40000
219438,Saeko,Awdeh,Engineer,1998-07-22,54835
52897,Arnd,Isaac,Engineer,1986-03-05,40000
71535,Cristinel,Falco,Engineer,1987-03-14,40000
71529,Junsik,Kawashimo,Engineer,1995-10-11,54910
219406,Aiichiro,Beerel,Engineer,1986-10-24,51707
219396,Miomir,Flanders,Engineer,1995-10-01,40000
52976,Alejandra,Binding,Engineer,1996-12-25,40000
219300,Shigeu,Birch,Engineer,1988-08-03,40000
52981,Howell,Hutton,Engineer,1991-03-02,42119
71522,Randi,Flasterstein,Engineer,1987-07-28,40000
71509,Ioana,Feinberg,Engineer,1988-01-29,49888
71471,Bernice,Peak,Engineer,1998-02-14,50095
71420,Oksana,Schnelling,Engineer,1987-02-20,48164
219275,Weidon,Rando,Engineer,1989-01-08,46304
53079,Nirmal,Maierhofer,Engineer,1985-07-06,58193
219267,Aloys,Tibblin,Engineer,1993-02-06,44139
53080,Yunming,Lamma,Engineer,1985-08-30,40000
71405,Shuzo,Miake,Engineer,1985-05-05,40000
71399,Kasturi,Rodier,Engineer,1988-06-14,59780
71345,Weiyi,Brookner,Engineer,1990-02-19,58836
71291,Persi,Lammel,Engineer,1985-06-16,40000
71229,Taiji,Segond,Engineer,1994-06-15,42849
71194,Fox,Lampe,Engineer,1985-05-21,57280
71099,Adly,Azevdeo,Engineer,1986-07-03,40000
71041,Frazer,Borovoy,Engineer,1988-11-24,47442
70974,Girolamo,Xiaoshan,Engineer,1987-01-04,60659
219265,Masanao,Koshino,Engineer,1985-02-12,52758
53150,Kiyotoshi,Kakkad,Engineer,1985-08-14,40000
12206,Barton,Janetzko,Engineer,1985-03-27,40000
19839,Tadahiro,Hempstead,Engineer,1990-02-13,40424
53159,Jaewon,Cherinka,Engineer,1988-02-05,60440
70970,Yuuichi,Vesna,Engineer,1986-03-31,48253
219219,Maya,Gerlach,Engineer,1995-01-21,40000
53217,Shem,Heystek,Engineer,1986-05-27,43200
70966,Malu,Stanger,Engineer,1986-10-27,55492
70919,Anwar,Casley,Engineer,1986-10-06,51782
70860,Anestis,Akiyama,Engineer,1987-05-12,40000
70797,Alejandro,Tiemann,Engineer,1987-08-28,59670
219152,Kristen,Pouyioutas,Engineer,1994-03-23,76409
53273,Moon,Fraisse,Engineer,1991-03-16,53161
53275,Lokesh,Rullman,Engineer,1997-04-17,40761
219131,Yechiam,Raoux,Engineer,1993-12-13,54657
70791,Aamod,Avouris,Engineer,1989-09-24,51105
219123,Tuval,Plotkin,Engineer,1988-07-27,40000
53323,Jaewoo,Bazelow,Engineer,1988-10-19,40000
53324,Vincent,Speckmann,Engineer,1988-10-27,40000
219079,Lobel,Gluchowski,Engineer,1987-11-28,49440
53328,Terresa,Swan,Engineer,1988-06-15,40000
53334,Xinan,Papadias,Engineer,1995-05-25,40000
70785,Jiakeng,Swan,Engineer,1987-05-16,66286
70767,Hinrich,Gewali,Engineer,1999-12-02,47511
219008,Claudi,Staelin,Engineer,1985-08-01,47639
53380,Tianruo,Pollacia,Engineer,1989-07-17,53738
70752,Vugranam,Chiola,Engineer,1990-10-13,49152
70743,Matk,Genin,Engineer,1994-06-20,42520
53424,Saeed,Garrabrants,Engineer,1989-06-28,54009
70735,Shaowei,Spataro,Engineer,1990-10-08,58619
70726,Sadun,Cronan,Engineer,1985-11-07,40000
219007,Khun,Gide,Engineer,1988-03-15,40000
53442,Nathalie,Riefers,Engineer,1988-08-12,60078
53455,Sariel,Deville,Engineer,1995-01-04,40000
53457,Rildo,Kisuki,Engineer,1996-04-03,45627
70661,Leni,Bernardinello,Engineer,1990-08-02,42872
70614,Nevio,Furedi,Engineer,1985-04-12,41854
219000,Dayanand,Yetim,Engineer,1986-09-08,50887
53509,Radoslaw,Osgood,Engineer,1987-12-14,40000
70602,Hongzhu,Maquelin,Engineer,1993-07-18,40000
70579,Seshu,Polajnar,Engineer,1998-06-07,40000
218998,Kristian,Hennebert,Engineer,1996-02-12,53486
53546,Dietrich,Rodier,Engineer,1987-08-01,40000
70564,Supot,Chiola,Engineer,1986-03-05,43784
20013,Jaewoo,Lanphier,Engineer,1985-03-17,40000
53589,Kitty,Spell,Engineer,1992-02-08,42166
20022,Felicidad,Bellone,Engineer,1996-01-15,43670
53601,Avishai,Felder,Engineer,1986-06-22,40000
70555,Sreekrishna,Benaini,Engineer,1987-07-12,40000
70530,Qunsheng,Stille,Engineer,1992-05-02,40000
70519,Mohammad,Aingworth,Engineer,1989-08-16,40000
70426,Gilbert,Hanratty,Engineer,1988-01-12,51517
70421,Amstein,Birke,Engineer,1987-12-23,40000
70374,Girolamo,Macedo,Engineer,1985-12-09,41652
70354,Minghong,Gammage,Engineer,1997-10-14,53220
70320,Aruna,Beerel,Engineer,1990-04-08,41958
70296,Nalini,Vadhan,Engineer,1985-08-12,55852
70270,Zsolt,Cusworth,Engineer,1989-12-02,50362
70197,Nishit,Fritzsche,Engineer,1988-06-10,40000
70172,Toshimo,Beerel,Engineer,1987-02-16,40000
70171,Sadun,Himler,Engineer,1988-02-07,57201
70164,Ult,Bergere,Engineer,1993-05-20,52833
70040,Along,Montemayor,Engineer,1985-12-07,40000
70027,Manton,Schieder,Engineer,1995-04-05,68244
69960,Lein,Sooriamurthi,Engineer,1989-07-22,60283
69946,Theirry,Varker,Engineer,1995-10-14,59124
20048,Moon,Mattern,Engineer,1985-03-21,45566
53747,Yechezkel,Shimshoni,Engineer,1988-10-29,43831
235834,Kish,Ducloy,Engineer,1986-07-30,65274
53777,Petter,Oberman,Engineer,1987-09-06,40000
20060,Chrisa,Attimonelli,Engineer,1986-03-28,40000
53779,Kellie,Zielinski,Engineer,1993-04-24,54577
69829,Akhilish,Koprowski,Engineer,1990-05-27,60061
69772,Katsuo,Heinisuo,Engineer,1986-10-22,40000
53827,Shan,Baek,Engineer,1999-04-23,40000
69767,Nakhoon,Glowinski,Engineer,1996-02-21,40000
69758,Arup,Yurov,Engineer,1987-10-15,40000
69740,Ibibia,Jayawardene,Engineer,1987-02-21,73543
69682,Gor,Siksek,Engineer,1998-07-06,40000
53943,Yannis,Hagimont,Engineer,1998-11-01,48421
53944,Dzung,Bhattacharjee,Engineer,1985-04-06,40000
69639,Christoper,Picci,Engineer,1988-06-02,40000
69624,Ronnie,Yurov,Engineer,1995-08-24,65727
218969,Jordanka,Kampfer,Engineer,1991-02-04,52628
54042,Leandro,Fiutem,Engineer,1986-08-19,40000
69621,Atilio,Takkinen,Engineer,1985-11-25,46624
69598,Elvis,Hofstetter,Engineer,1998-08-01,55656
218955,Steve,Pargaonkar,Engineer,1987-01-05,59805
54049,Christoper,Debuse,Engineer,1988-11-21,40000
54063,Bedrich,Perna,Engineer,1986-01-27,47334
69570,Katsuyuki,Reinhart,Engineer,1992-10-29,52654
69524,Leon,Vrecion,Engineer,1998-12-23,40000
218933,Kazunori,Heiserman,Engineer,1997-02-01,58805
12221,Vincent,Melter,Engineer,1985-09-16,56736
54206,Marsja,Auyong,Engineer,1990-11-25,47268
69506,Marke,Cappelletti,Engineer,1988-10-20,41165
54232,Bingning,Stamatiou,Engineer,1986-03-15,45383
69455,Radhakrishnan,Nastansky,Engineer,1985-03-02,51196
69446,Pranay,Melter,Engineer,1994-08-01,57776
20075,Mikhail,Oberman,Engineer,1985-10-05,43803
54257,Satoru,Molenaar,Engineer,1989-06-19,40000
233071,LiMin,Crouzet,Engineer,1999-02-17,47283
69271,Debatosh,Zyda,Engineer,1988-11-20,61650
20117,Yoshimitsu,Hanabata,Engineer,1988-02-24,56609
54311,Inderjeet,Chappelet,Engineer,1996-10-19,51180
69217,Atreyi,Brandsma,Engineer,1987-11-07,66959
69136,Younwoo,Busillo,Engineer,1994-07-30,52907
54328,Akeel,Bruckman,Engineer,1991-03-19,40000
218916,Iara,Cronan,Engineer,1993-09-12,67382
54371,Sivanarayana,Esposito,Engineer,1996-07-26,54998
218885,Rosine,Gimarc,Engineer,1988-12-04,51064
54383,Sanjay,Makrucki,Engineer,1985-05-21,40000
69014,Xuejun,Chenney,Engineer,1986-10-30,43889
20169,Gil,Zuberek,Engineer,1994-05-05,55381
54424,Wayne,Halevi,Engineer,1985-09-06,56685
10631,Inderjeet,Chaudhuri,Engineer,1994-10-18,40000
54429,Tsuneo,Kopetz,Engineer,1988-01-01,43575
68951,Shichao,Leppanen,Engineer,1990-05-30,73533
68919,Licheng,Aamodt,Engineer,1995-05-30,40000
68911,Francoise,Ratzlaff,Engineer,1989-09-08,55613
68801,Ymte,Ramsay,Engineer,1986-04-09,40000
20171,Kazuhira,Murtha,Engineer,1990-06-02,57586
54471,Kotesh,Schiettecatte,Engineer,1993-07-30,46801
68798,Theirry,Murtagh,Engineer,1986-11-30,40000
54480,Danel,Nilsson,Engineer,1998-03-13,40000
54484,Elvis,Heuser,Engineer,1994-07-17,72888
12249,Eldridge,Sadowski,Engineer,1987-06-21,70099
54527,Leszek,Lorch,Engineer,1986-09-28,69337
20218,Ioana,Gihr,Engineer,1988-04-19,40000
54528,Tomoyuki,Narwekar,Engineer,1986-07-25,40000
233040,Terresa,Weedon,Engineer,1986-01-13,45366
54533,Goetz,Bach,Engineer,1989-12-04,67498
68726,Fay,Domenig,Engineer,1987-08-04,57412
68542,Licheng,Pollacia,Engineer,1990-02-22,40000
218878,Pranay,Fujisawa,Engineer,1990-11-06,49188
233012,Yuchang,Reistad,Engineer,1985-11-27,40000
54566,Debaprosad,Kropf,Engineer,1988-09-30,51617
68508,Annemarie,Swist,Engineer,1985-06-06,40000
68499,Arfst,Bael,Engineer,1985-11-16,74774
68350,Arve,Speckmann,Engineer,1985-02-28,40000
20251,Cristinel,Unno,Engineer,1998-04-17,40000
54648,Denny,Setiz,Engineer,1985-02-18,54937
12274,Garnik,Papadias,Engineer,1988-04-01,40000
54685,Marek,Georgatos,Engineer,1988-05-14,60559
68286,Constantino,Merks,Engineer,1993-05-07,76439
68170,Etsuo,Kavanagh,Engineer,1986-11-30,60720
236607,Geraldo,Lorcy,Engineer,1991-06-17,75030
54704,Kellyn,Rebaine,Engineer,1991-12-02,40000
20265,Amalendu,Willoner,Engineer,1986-09-04,53518
68143,Sandeepan,Mondadori,Engineer,1986-04-14,47658
68001,Marlo,Panwar,Engineer,1986-12-12,40000
218877,Mahmut,Wendorf,Engineer,1986-10-22,40000
54809,Mitsuyuki,Iacovou,Engineer,1997-02-04,45624
67994,Hatim,Paludetto,Engineer,1991-11-02,56017
218828,Indrajit,Weiland,Engineer,1994-01-14,64276
54858,Chinho,Sundgren,Engineer,1987-04-07,40000
218796,Elzbieta,Thiria,Engineer,1986-03-21,40132
54868,Ult,Highland,Engineer,1990-01-04,40000
67967,Marin,Stille,Engineer,1987-11-11,40000
67962,Jiann,Stille,Engineer,1985-12-21,66312
67937,Odinaldo,Bashian,Engineer,1987-06-09,46209
67896,Werner,Guardalben,Engineer,1985-03-08,47155
67812,Reinhold,Reinhart,Engineer,1997-01-13,40000
67741,Yishay,Koblitz,Engineer,1994-05-21,58417
67740,Reinhard,Stifter,Engineer,1987-10-15,42141
218766,Janalee,Ozery,Engineer,1988-08-24,52090
54963,Toshiko,Bellmore,Engineer,1987-07-31,49338
67718,Heng,Demeyer,Engineer,1985-11-24,40000
67701,Chikara,Herbst,Engineer,1998-07-15,40000
67684,Vincent,Pintelas,Engineer,1999-01-14,40000
67634,Adam,Alvarado,Engineer,2000-01-21,60307
67578,Perry,Muhlberg,Engineer,1992-01-30,57542
67574,Lijie,Aingworth,Engineer,1987-02-04,40000
67572,Gro,Katalagarianos,Engineer,1988-08-18,40000
67549,Ute,Pezzoli,Engineer,1987-06-03,40000
67483,Oguz,Chartres,Engineer,1986-05-08,66835
12276,Yongmin,Lenart,Engineer,1993-06-13,59844
20367,Bernt,Takanami,Engineer,1992-07-06,40000
55090,Teruyuki,Schueller,Engineer,1992-09-27,45784
55112,Kazunori,Emmerich,Engineer,1987-04-25,40000
218736,Lech,Casley,Engineer,1992-06-07,45147
233010,Nirmal,Khamsi,Engineer,1985-02-08,43088
55199,Marco,Gadepally,Engineer,1988-11-21,70344
232918,Mayuko,Bultermann,Engineer,1995-10-06,64617
55210,Wonhee,Thombley,Engineer,1995-12-23,66646
67477,Morrie,Vasanthakumar,Engineer,1990-04-06,58087
55230,Howell,Gonthier,Engineer,1991-09-30,40000
67438,Niranjan,Makinen,Engineer,1989-12-04,40000
20402,Szabolcs,Shrader,Engineer,1989-05-18,42237
55261,Arfst,Siprelle,Engineer,1987-11-22,41390
67428,Dharmaraja,Diderrich,Engineer,1997-01-17,40000
67398,Tru,Jansen,Engineer,1985-05-20,57171
20405,JiYoung,Mitina,Engineer,1986-03-12,51756
55281,Mohammad,Ellozy,Engineer,1985-03-25,40000
67395,Sakthirel,Basart,Engineer,1985-02-20,40000
67345,Mani,Rando,Engineer,1989-12-28,60971
67306,Peternela,Molenkamp,Engineer,1987-08-06,40000
67227,Shuky,Showalter,Engineer,1993-05-24,40000
67164,Eckart,Bade,Engineer,1993-09-13,40000
67051,Randy,Pearson,Engineer,1997-02-02,48047
67050,Nalini,Kading,Engineer,1992-12-26,57370
218713,Akeel,Glowinski,Engineer,1986-08-17,75289
55371,Weiru,Perry,Engineer,1986-08-24,48412
67033,Weiru,Schaaf,Engineer,1993-01-20,62407
55382,Ziya,Shihab,Engineer,1995-06-04,40000
67032,Xiaopeng,Erdmenger,Engineer,1985-02-24,42564
66921,Weiru,Deville,Engineer,1987-09-15,45905
66754,Mabhin,Angiulli,Engineer,1997-11-03,40000
218710,Chikako,Callaway,Engineer,1999-05-03,40000
66686,Gopalakrishnan,Flanders,Engineer,1987-08-06,40000
66667,Domenico,Marzano,Engineer,1986-02-01,40909
12341,Rasiah,Luga,Engineer,1985-05-25,40000
20456,Sigeru,Highland,Engineer,1997-08-16,46657
55440,Ramzi,Shinomoto,Engineer,1988-11-30,43426
66647,Charmane,Leppanen,Engineer,1998-04-03,40000
66646,Chanjung,Erman,Engineer,1999-05-16,50529
66604,Bezalel,Hiroyama,Engineer,1988-02-09,40000
55476,Kokou,Halevi,Engineer,1998-02-01,40000
232860,Mansur,Marrakchi,Engineer,1985-05-28,42378
55479,Serap,Erva,Engineer,1993-08-16,78858
20489,Boguslaw,Garrabrants,Engineer,1985-10-22,47269
55498,Filipe,Heusch,Engineer,1990-08-09,40000
55504,Jouni,Radwan,Engineer,1988-08-12,46549
66603,Dipankar,Mamelak,Engineer,1987-02-09,40000
55510,Mabhin,Chaudhury,Engineer,1985-06-04,40000
66556,Hongzhu,Remmele,Engineer,1991-08-24,57942
66526,Uwe,Casley,Engineer,1985-03-26,40000
66521,Taiji,Krychniak,Engineer,1986-03-14,40000
66485,Nadjib,Morrey,Engineer,1985-12-29,40000
66481,Nalini,McClurg,Engineer,1988-12-09,56223
55637,Szabolcs,Erde,Engineer,1994-01-23,40000
218700,Uri,Diderrich,Engineer,1985-12-08,63088
55655,Pranav,Tzvieli,Engineer,1989-10-02,72953
218691,Marsha,Simmen,Engineer,1989-10-23,49314
66473,Takushi,Knightly,Engineer,1993-03-08,46809
66447,Greger,Conia,Engineer,1988-01-06,45183
218675,Yoshimitsu,Taubenfeld,Engineer,1986-01-09,69566
55713,Arie,Serdy,Engineer,1989-03-11,49481
232834,Chinhyun,Poehlman,Engineer,1987-11-01,40000
55715,Heon,Silva,Engineer,1987-09-15,46982
66434,Martins,Mungall,Engineer,1994-03-03,40000
66423,Murthy,Schwartzbauer,Engineer,1985-09-06,46754
66419,Przemyslawa,Perna,Engineer,1987-06-26,40000
20585,Bernd,Butterworth,Engineer,1987-11-06,70715
66394,Dung,Rahimi,Engineer,1988-07-22,70661
66351,Shir,Bierbaum,Engineer,1985-05-19,49817
66321,Valeska,Improta,Engineer,1987-04-28,56561
66271,Fumitake,Solares,Engineer,1986-11-14,40000
66226,Deniz,Baba,Engineer,1985-03-09,60584
66202,Kolar,Giveon,Engineer,1989-01-10,51614
66191,Giordano,Slaats,Engineer,1992-04-29,40000
66183,Ortrud,Frijda,Engineer,1991-10-18,40000
232818,Sreenivas,Peck,Engineer,1994-09-15,40000
20586,Akeel,Clouatre,Engineer,1988-03-07,67653
55914,Lobel,Thibadeau,Engineer,1987-05-07,44031
20602,Martins,Dratva,Engineer,1996-08-14,53455
55919,Chiranjit,Nergos,Engineer,1986-02-12,40000
55939,Macha,Landherr,Engineer,1985-10-21,43535
55946,Shan,Wossner,Engineer,1988-12-22,41947
66145,Hironobu,Ashish,Engineer,1988-01-08,40000
66126,Basil,Schneeberger,Engineer,1985-11-01,64596
55979,Guangming,VanScheik,Engineer,1996-10-31,48757
66123,Jinxi,Comte,Engineer,1987-01-18,47981
65899,Anyuan,Ranta,Engineer,1991-08-09,49908
20625,Uno,Cusworth,Engineer,1997-10-22,40000
218598,Kristen,Mandell,Engineer,1985-06-22,40000
56020,Alagu,Byoun,Engineer,1985-09-05,57056
218595,Murthy,Brodal,Engineer,1988-09-06,40000
56026,Martine,Farris,Engineer,1990-04-06,48601
56034,Hinrich,Jayawardene,Engineer,1997-09-26,47256
65882,Tesuro,Cyre,Engineer,1988-10-12,42349
65858,Martins,Awdeh,Engineer,1994-05-11,40189
65807,Guttorm,Ranze,Engineer,1987-12-18,46313
65801,Arif,Munch,Engineer,1987-07-24,40000
65791,Elvia,Raczkowsky,Engineer,1989-11-04,40000
218593,Arunas,Lamba,Engineer,1999-04-08,57787
56110,Jouni,Reeken,Engineer,1996-10-01,40000
56125,Heon,Thombley,Engineer,1998-03-15,97722
56126,Salvador,Koyama,Engineer,1994-10-11,61263
65760,Chenxi,Morrey,Engineer,1987-10-04,49196
65758,Teruyuki,Narahari,Engineer,1991-08-03,42943
65720,Hauke,Hopewell,Engineer,1995-04-23,59725
65715,Nevin,Gniady,Engineer,1986-05-02,47221
65711,Sarita,Kalloufi,Engineer,1999-11-12,46032
65702,Kristian,Nergos,Engineer,1988-07-17,40000
65669,Rafail,Muhlberg,Engineer,1985-05-05,51364
218574,Shiv,Sessa,Engineer,1997-03-23,56631
56163,Huiqun,Thisen,Engineer,1985-02-12,52746
232638,Morrie,Morris,Engineer,1994-02-22,46402
20693,Yefim,Flasterstein,Engineer,1988-11-25,40000
56177,Yucel,Colorni,Engineer,1985-11-28,59360
65663,Rafael,Leppanen,Engineer,1995-05-26,50166
65641,Vishu,Winter,Engineer,1987-06-27,40000
56219,Tonny,Michaeli,Engineer,1999-02-20,40000
218565,Shunichi,Servi,Engineer,1987-05-31,40000
56235,Subir,Vanwelkenhuysen,Engineer,1989-08-01,40000
56272,Tremaine,Furudate,Engineer,2000-01-12,40000
56306,Mack,Lindqvist,Engineer,1988-07-20,66646
218538,Khalid,Mundy,Engineer,1988-09-02,49101
56326,Mantis,Juneja,Engineer,1999-07-09,62808
218503,Urs,Berztiss,Engineer,1986-09-10,40484
56327,Holgard,Karunanithi,Engineer,1987-03-03,46570
65611,Kwangho,Danecki,Engineer,1992-05-02,50031
65605,Howell,Matzen,Engineer,1985-08-15,44011
218494,Ronghao,Bultermann,Engineer,1991-08-30,40000
56389,Ronghao,Ghandeharizadeh,Engineer,1996-08-05,40000
65568,Mark,Ventosa,Engineer,1996-06-06,44039
56448,Kayoko,Covnot,Engineer,1988-11-06,46867
218475,Doowon,Ranst,Engineer,1986-03-24,40000
65517,Visit,Ducloy,Engineer,1986-08-22,40000
